appid,name,developer,publisher,score_rank,owners,average_forever,average_2weeks,median_forever,median_2weeks,ccu,price,initialprice,discount,tags,languages,genre
1486630,Intravenous,Explosive Squat Games,HypeTrain Digital,,"500,000 .. 1,000,000",97,25,103,25,47,499.0,1999.0,75.0,"Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Workshop, Steam Cloud, Includes level editor, Family Sharing","English, Russian, Spanish - Spain, German, Turkish, Spanish - Latin America, Portuguese - Brazil, Korean","Action, Indie"
263540,Villagers and Heroes,Mad Otter Games,Mad Otter Games,,"500,000 .. 1,000,000",146,0,54,0,47,0.0,0.0,0.0,"Multi-player, MMO, Steam Trading Cards","English, German, Portuguese - Portugal, French, Italian, Spanish - Spain, Turkish, Korean, Portuguese - Brazil, Russian, Swedish, Simplified Chinese","Free To Play, Indie, Massively Multiplayer, RPG"
3083300,Proverbs,Mark Ffrench,Divide The Plunder,,"0 .. 20,000",0,0,0,0,47,899.0,899.0,0.0,"Single-player, Steam Achievements, Steam Cloud, Family Sharing","English, French, Italian, German, Spanish - Spain, Dutch, Japanese, Simplified Chinese, Traditional Chinese",Casual
1374840,Dark Deity,Sword &amp; Axe LLC,indie.io,,"200,000 .. 500,000",1323,0,1323,0,47,2499.0,2499.0,0.0,"Single-player, Steam Achievements, Full controller support, Steam Cloud, Family Sharing","English<strong>*</strong>, French, Italian, German, Spanish - Spain, Japanese, Korean, Simplified Chinese<br><strong>*</strong>languages with full audio support","Adventure, Indie, RPG, Strategy"
24880,The Saboteur,Pandemic Studios,Electronic Arts,,"100,000 .. 200,000",432,0,583,0,47,999.0,999.0,0.0,"Single-player, Family Sharing","English<strong>*</strong>, French<strong>*</strong>, German<strong>*</strong>, Italian<strong>*</strong>, Polish, Russian<br><strong>*</strong>languages with full audio support","Action, Adventure"
73170,Darkest Hour: A Hearts of Iron Game,Martin Ivanov,Paradox Interactive,,"200,000 .. 500,000",998,0,998,0,47,999.0,999.0,0.0,"Single-player, Multi-player, Family Sharing","English, German, Spanish - Spain, French, Italian, Polish, Russian",Strategy
222940,THE KING OF FIGHTERS XIII STEAM EDITION,SNK CORPORATION,SNK CORPORATION,,"500,000 .. 1,000,000",286,0,77,0,47,0.0,0.0,0.0,"Single-player, Multi-player, PvP, Shared/Split Screen PvP, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Steam Leaderboards, Remote Play Together, Family Sharing","English, French, Italian, German, Spanish - Spain, Japanese<strong>*</strong>, Korean, Simplified Chinese, Traditional Chinese<br><strong>*</strong>languages with full audio support",Action
25830,Knights of Honor,Black Sea Studios Ltd,Paradox Interactive,,"200,000 .. 500,000",899,0,1323,0,47,999.0,999.0,0.0,"Single-player, Multi-player, Family Sharing",English,Strategy
747200,Keplerth,TARO,Gamera Games,,"200,000 .. 500,000",888,0,1133,0,47,1499.0,1499.0,0.0,"Single-player, Multi-player, Co-op, Online Co-op, LAN Co-op, Steam Achievements, Steam Workshop, Steam Cloud, Family Sharing","Simplified Chinese, English<strong>*</strong>, Traditional Chinese<br><strong>*</strong>languages with full audio support","Adventure, Casual, Indie, RPG, Simulation"
429540,Prime World: Defenders 2,Nival,Nival,,"200,000 .. 500,000",32,0,59,0,47,0.0,0.0,0.0,"Single-player, Multi-player, MMO, Cross-Platform Multiplayer, Steam Trading Cards, In-App Purchases","English, French, German, Portuguese - Portugal, Russian, Simplified Chinese, Spanish - Spain, Japanese","Free To Play, Massively Multiplayer, Strategy"
1776970,月に寄りそう乙女の作法,Navel,HIKARI FIELD,,"50,000 .. 100,000",826,0,1163,0,47,3999.0,3999.0,0.0,"Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Family Sharing","Japanese<strong>*</strong>, Simplified Chinese, Traditional Chinese<br><strong>*</strong>languages with full audio support","Adventure, Casual"
1173770,FINAL FANTASY,Square Enix,Square Enix,,"500,000 .. 1,000,000",763,0,571,0,47,1199.0,1199.0,0.0,"Single-player, Steam Achievements, Steam Trading Cards, Partial Controller Support, Steam Cloud, Family Sharing","English, French, Italian, German, Spanish - Spain, Japanese, Korean, Portuguese - Brazil, Russian, Simplified Chinese, Thai, Traditional Chinese",RPG
1814170,Lingo,Brenton Wildes,Brenton Wildes,,"0 .. 20,000",2227,0,2227,0,47,699.0,999.0,30.0,"Single-player, Steam Achievements, Steam Workshop, Steam Cloud, Steam Leaderboards, Family Sharing",English,"Adventure, Indie"
2238900,STAR OCEAN THE SECOND STORY R,"Square Enix, Gemdrops, Inc.",Square Enix,,"100,000 .. 200,000",1943,245,2464,245,47,4999.0,4999.0,0.0,"Single-player, Steam Achievements, Steam Trading Cards, Partial Controller Support, Steam Cloud, Family Sharing","English<strong>*</strong>, French, Italian, German, Spanish - Spain, Japanese<strong>*</strong>, Korean, Simplified Chinese, Traditional Chinese<br><strong>*</strong>languages with full audio support","Action, RPG"
1620340,Wrestling Empire,MDickie,MDickie,,"100,000 .. 200,000",25,0,35,0,47,1999.0,1999.0,0.0,"Single-player, Multi-player, PvP, Shared/Split Screen PvP, Co-op, Shared/Split Screen Co-op, Shared/Split Screen, Full controller support, Family Sharing",English,"Action, Indie, RPG, Simulation, Sports"
567980,Santa Rockstar,Bekho Team,Volens Nolens Games,,"100,000 .. 200,000",251,0,371,0,46,499.0,499.0,0.0,"Single-player, Steam Trading Cards, Partial Controller Support, Family Sharing",English,"Casual, Indie"
1909840,JIANGHU CHRONICLES,一品阁,方块游戏(CubeGame),,"100,000 .. 200,000",2817,0,2817,0,46,1699.0,1699.0,0.0,"Single-player, Steam Achievements, Full controller support, Steam Cloud, Family Sharing","Simplified Chinese, Traditional Chinese","Action, Adventure, Indie, Simulation, Early Access"
965680,Boomerang Fu,Cranky Watermelon,Cranky Watermelon,,"100,000 .. 200,000",362,0,390,0,46,1499.0,1499.0,0.0,"Single-player, Multi-player, PvP, Shared/Split Screen PvP, Co-op, Shared/Split Screen Co-op, Shared/Split Screen, Steam Achievements, Full controller support, Steam Cloud, Remote Play Together, Family Sharing","English<strong>*</strong>, French<strong>*</strong>, Italian<strong>*</strong>, German<strong>*</strong>, Korean<strong>*</strong>, Spanish - Latin America<strong>*</strong>, Japanese<strong>*</strong>, Simplified Chinese<strong>*</strong>, Polish<strong>*</strong>, Portuguese - Brazil<strong>*</strong>, Turkish<strong>*</strong>, Dutch<strong>*</strong>, Spanish - Spain<strong>*</strong>, Traditional Chinese<strong>*</strong>, Portuguese - Portugal<strong>*</strong>, Russian<strong>*</strong>, Greek<strong>*</strong>, Ukrainian<strong>*</strong>, Catalan<strong>*</strong><br><strong>*</strong>languages with full audio support","Action, Casual, Indie"
592580,PRO EVOLUTION SOCCER 2018,"Konami Digital Entertainment Co., Ltd.",Konami Digital Entertainment,,"200,000 .. 500,000",130,0,130,0,46,0.0,0.0,0.0,"Single-player, Multi-player, Online PvP, Shared/Split Screen PvP, Co-op, Online Co-op, Shared/Split Screen Co-op, Full controller support, In-App Purchases, Family Sharing","English<strong>*</strong>, French<strong>*</strong>, Italian<strong>*</strong>, German<strong>*</strong>, Spanish - Spain<strong>*</strong>, Arabic<strong>*</strong>, Dutch, Greek<strong>*</strong>, Korean, Portuguese - Portugal<strong>*</strong>, Portuguese - Brazil<strong>*</strong>, Russian, Simplified Chinese<strong>*</strong>, Swedish, Traditional Chinese<strong>*</strong>, Turkish<br><strong>*</strong>languages with full audio support",Sports
208140,ENDLESS Space - Definitive Edition,AMPLITUDE Studios,SEGA,,"1,000,000 .. 2,000,000",2714,0,366,0,46,999.0,999.0,0.0,"Single-player, Multi-player, PvP, Online PvP, Cross-Platform Multiplayer, Steam Achievements, Steam Trading Cards, Steam Cloud, Family Sharing","English<strong>*</strong>, French, German, Polish, Italian, Russian, Spanish - Spain<br><strong>*</strong>languages with full audio support",Strategy
1275890,Baldi's Basics Plus,Basically Games,"Basically Games, LLC",,"200,000 .. 500,000",14,0,14,0,46,999.0,999.0,0.0,"Single-player, Full controller support, Captions available, Family Sharing, Steam Timeline",English<strong>*</strong><br><strong>*</strong>languages with full audio support,"Action, Indie, Strategy, Early Access"
833360,Star Valor,Rafael Burgos,Rafael Burgos,,"100,000 .. 200,000",4649,0,6889,0,46,2499.0,2499.0,0.0,"Single-player, Steam Achievements, Steam Trading Cards, Partial Controller Support, Steam Cloud, Family Sharing","English, Portuguese - Brazil, German, Spanish - Spain, French, Russian, Simplified Chinese, Vietnamese, Korean, Polish, Italian","Action, Indie, RPG"
1668520,The Legend of Heroes: Trails to Azure,"Nihon Falcom, PH3 GmbH","NIS America, Inc.",,"20,000 .. 50,000",0,0,0,0,46,3999.0,3999.0,0.0,"Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Family Sharing","English, Japanese<strong>*</strong><br><strong>*</strong>languages with full audio support",RPG
39680,The Guild II Renaissance,Runeforge Game Studio,THQ Nordic,,"500,000 .. 1,000,000",2175,0,1089,0,46,999.0,999.0,0.0,"Single-player, Steam Cloud, Family Sharing","English, German, French, Italian, Spanish - Spain","Simulation, Strategy"
2115390,Project Unknown,PsychoRavens,Nightmare Studios,,"0 .. 20,000",116,137,143,137,46,999.0,999.0,0.0,"Single-player, Multi-player, Co-op, Online Co-op, Family Sharing","English<strong>*</strong>, French<strong>*</strong>, Italian<strong>*</strong>, German<strong>*</strong>, Spanish - Spain<strong>*</strong>, Japanese<strong>*</strong>, Korean<strong>*</strong>, Polish<strong>*</strong>, Portuguese - Portugal<strong>*</strong>, Russian<strong>*</strong>, Simplified Chinese<strong>*</strong>, Ukrainian<strong>*</strong>, Finnish<strong>*</strong>, Traditional Chinese<strong>*</strong>, Slovak<strong>*</strong><br><strong>*</strong>languages with full audio support","Action, Adventure, Indie, Early Access"
1288310,Firework,Shiying Studio,Gamera Games,,"500,000 .. 1,000,000",198,0,192,0,46,999.0,999.0,0.0,"Single-player, Steam Achievements, Full controller support, Steam Cloud, Remote Play on Phone, Remote Play on Tablet, Family Sharing","Simplified Chinese, English",Indie
1739010,Out of the Park Baseball 23,Out of the Park Developments,Out of the Park Developments,,"20,000 .. 50,000",883,0,1306,0,46,0.0,0.0,0.0,"Single-player, Multi-player, MMO, PvP, Online PvP, Cross-Platform Multiplayer, Steam Achievements, Steam Trading Cards, Steam Workshop, In-App Purchases, Family Sharing","English<strong>*</strong>, Korean<strong>*</strong><br><strong>*</strong>languages with full audio support","Indie, Simulation, Sports, Strategy"
1546970,Grand Theft Auto III – The Definitive Edition,Rockstar Games,Rockstar Games,,"200,000 .. 500,000",242,0,246,0,46,5999.0,5999.0,0.0,"Single-player, Full controller support, Family Sharing","English<strong>*</strong>, French, Italian, German, Spanish - Spain, Japanese, Korean, Polish, Portuguese - Brazil, Russian, Simplified Chinese, Spanish - Latin America, Traditional Chinese<br><strong>*</strong>languages with full audio support","Action, Adventure"
241260,Sherlock Holmes: Crimes and Punishments,Frogwares,Frogwares,,"200,000 .. 500,000",650,1,640,1,46,2999.0,2999.0,0.0,"Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Family Sharing","English<strong>*</strong>, French, Italian, German, Spanish - Spain, Czech, Polish, Japanese, Russian, Ukrainian, Korean, Simplified Chinese, Turkish<br><strong>*</strong>languages with full audio support",Adventure
667890,Dead Maze,Atelier 801,Atelier 801,,"1,000,000 .. 2,000,000",334,0,29,0,46,0.0,0.0,0.0,"Multi-player, MMO, PvP, Online PvP, Co-op, Online Co-op, Steam Achievements, Steam Trading Cards, In-App Purchases","English, French, Spanish - Spain, Portuguese - Brazil, Russian, German, Polish, Arabic, Hungarian, Turkish, Dutch, Simplified Chinese","Action, Free To Play, Massively Multiplayer"
1416960,Everafter Falls,SquareHusky,Akupara Games,,"0 .. 20,000",5675,0,5675,0,46,1999.0,1999.0,0.0,"Single-player, Multi-player, Co-op, Shared/Split Screen Co-op, Shared/Split Screen, Steam Achievements, Partial Controller Support, Steam Cloud, Remote Play Together, Family Sharing","English, French, Spanish - Spain, Japanese, Traditional Chinese, German","Action, Adventure, Casual, Indie, RPG, Simulation"
525480,.hack//G.U. Last Recode,CyberConnect2,Bandai Namco Entertainment,,"200,000 .. 500,000",480,0,676,0,46,4999.0,4999.0,0.0,"Single-player, Steam Achievements, Steam Trading Cards, Partial Controller Support, Remote Play on TV, Family Sharing","English<strong>*</strong>, French, German, Japanese<strong>*</strong>, Traditional Chinese<br><strong>*</strong>languages with full audio support",RPG
857320,SRPG Studio,SapphireSoft,SapphireSoft,,"0 .. 20,000",588,0,1085,0,46,5999.0,5999.0,0.0,Steam Workshop,"English, Japanese, Simplified Chinese, French, Spanish - Spain, German, Traditional Chinese","Animation & Modeling, Design & Illustration, Education, Game Development"
1340480,The Cosmic Wheel Sisterhood,Deconstructeam,Devolver Digital,,"100,000 .. 200,000",111,0,133,0,46,899.0,1799.0,50.0,"Single-player, Steam Achievements, Full controller support, Steam Cloud, Family Sharing","English, French, Spanish - Spain, Japanese, Russian, Simplified Chinese, German","Adventure, Indie"
1883260,Little Noah: Scion of Paradise,"Cygames, Inc., Grounding Inc.","Cygames, Inc.",,"100,000 .. 200,000",445,0,445,0,46,449.0,1499.0,70.0,"Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Family Sharing","English, French, German, Spanish - Spain, Simplified Chinese, Traditional Chinese, Japanese<strong>*</strong>, Korean<br><strong>*</strong>languages with full audio support","Action, Casual, RPG"
446020,Jalopy,Minskworks,Excalibur Games,,"200,000 .. 500,000",408,0,252,0,46,1499.0,1499.0,0.0,"Single-player, Steam Achievements, Partial Controller Support, Family Sharing","English, French, Italian, German, Spanish - Spain, Dutch, Finnish, Hungarian, Japanese, Korean, Norwegian, Polish, Portuguese - Brazil, Romanian, Russian, Simplified Chinese, Turkish","Adventure, Indie, Simulation"
743890,Mega Man X Legacy Collection,"CAPCOM CO., LTD","CAPCOM CO., LTD",,"500,000 .. 1,000,000",175,0,130,0,46,1999.0,1999.0,0.0,"Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Steam Leaderboards, Family Sharing","English<strong>*</strong>, French, Italian, German, Spanish - Spain, Japanese<strong>*</strong>, Traditional Chinese<br><strong>*</strong>languages with full audio support",Action
21100,F.E.A.R. 3,Day 1 Studios,Warner Bros. Interactive Entertainment,,"1,000,000 .. 2,000,000",322,0,286,0,46,1999.0,1999.0,0.0,"Single-player, Multi-player, Co-op, Steam Achievements, Partial Controller Support, Steam Cloud, Steam Leaderboards, Family Sharing","English<strong>*</strong>, French<strong>*</strong>, German<strong>*</strong>, Italian<strong>*</strong>, Korean, Polish, Portuguese - Portugal, Russian, Spanish - Spain<strong>*</strong><br><strong>*</strong>languages with full audio support",Action
2700,RollerCoaster Tycoon 3: Platinum,"Frontier, Aspyr (Mac)","Frontier, Aspyr (Mac)",,"500,000 .. 1,000,000",974,30,364,30,46,0.0,0.0,0.0,"Single-player, Family Sharing","English, French, Italian, German, Spanish - Spain, Danish, Dutch, Finnish, Norwegian, Swedish","Simulation, Strategy"
1055430,Swords and Sandals Classic Collection,Whiskeybarrel Studios,eGames.com,,"200,000 .. 500,000",469,0,545,0,46,999.0,999.0,0.0,"Single-player, Multi-player, PvP, Shared/Split Screen PvP, Shared/Split Screen, Remote Play Together, Family Sharing",English,"Action, Adventure, Casual, RPG, Strategy"
400910,Rabi-Ribi,"CreSpirit, GemaYue",CreSpirit,,"100,000 .. 200,000",978,0,671,0,46,1799.0,1799.0,0.0,"Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Workshop, Steam Cloud, Steam Leaderboards, Remote Play on TV, Remote Play Together, Family Sharing","English, Japanese, Simplified Chinese, Traditional Chinese, French, German, Spanish - Spain, Korean","Action, Adventure, Casual, Indie"
823550,Booty Calls,3X Entertainment Limited,Nutaku Publishing,98.0,"100,000 .. 200,000",137,0,156,0,46,0.0,0.0,0.0,"Single-player, In-App Purchases","English<strong>*</strong>, French, German, Spanish - Spain, Japanese<br><strong>*</strong>languages with full audio support","Casual, Indie, RPG, Simulation, Strategy, Free To Play"
237110,Mortal Kombat Komplete Edition,"NetherRealm Studios, High Voltage Software",Warner Bros. Interactive Entertainment,,"1,000,000 .. 2,000,000",804,0,235,0,45,0.0,0.0,0.0,"Single-player, Multi-player, Co-op, Shared/Split Screen, Steam Achievements, Full controller support, Steam Cloud, Steam Leaderboards, Remote Play Together, Family Sharing","English<strong>*</strong>, German<strong>*</strong>, French<strong>*</strong>, Italian<strong>*</strong>, Spanish - Spain<strong>*</strong>, Portuguese - Brazil<br><strong>*</strong>languages with full audio support",Action
15380,Heroes of Might & Magic V: Hammers of Fate,Nival,Ubisoft,,"50,000 .. 100,000",709,0,1022,0,45,249.0,999.0,75.0,"Single-player, Family Sharing","English, French, Italian, German, Spanish - Spain",Strategy
208480,Assassin’s Creed III,Ubisoft Montreal,Ubisoft,,"1,000,000 .. 2,000,000",1185,0,645,0,45,0.0,0.0,0.0,"Single-player, Multi-player, Partial Controller Support","English<strong>*</strong>, Czech, Danish, Dutch, Finnish, French<strong>*</strong>, German<strong>*</strong>, Hungarian, Italian<strong>*</strong>, Norwegian, Polish, Portuguese - Portugal<strong>*</strong>, Portuguese - Brazil<strong>*</strong>, Russian<strong>*</strong>, Spanish - Spain<strong>*</strong>, Swedish, Traditional Chinese, Korean, Simplified Chinese<br><strong>*</strong>languages with full audio support",Adventure
965300,The Settlers : Heritage of Kings - History Edition,Ubisoft Blue Byte,Ubisoft,,"100,000 .. 200,000",664,0,996,0,45,599.0,1199.0,50.0,"Single-player, Multi-player, PvP, Online PvP, Shared/Split Screen PvP, Remote Play Together","English<strong>*</strong>, French<strong>*</strong>, German<strong>*</strong>, Spanish - Spain<strong>*</strong>, Polish<br><strong>*</strong>languages with full audio support",Strategy
209650,Call of Duty: Advanced Warfare - Gold Edition,"Sledgehammer Games, Raven Software",Activision,,"500,000 .. 1,000,000",351,0,250,0,45,5999.0,5999.0,0.0,"Single-player, Multi-player, Steam Achievements, Full controller support, Steam Cloud, Valve Anti-Cheat enabled, Steam Leaderboards, Remote Play on TV, Family Sharing","English<strong>*</strong>, French<strong>*</strong>, Italian<strong>*</strong>, German<strong>*</strong>, Spanish - Spain<strong>*</strong>, Russian<strong>*</strong><br><strong>*</strong>languages with full audio support",Action
215930,Jagged Alliance 2 - Wildfire,I-deal Games,Topware Interactive,,"200,000 .. 500,000",416,0,425,0,45,899.0,899.0,0.0,"Single-player, Steam Trading Cards, Steam Cloud, Family Sharing","English<strong>*</strong>, German<strong>*</strong>, French<strong>*</strong>, Polish<strong>*</strong>, Russian<strong>*</strong><br><strong>*</strong>languages with full audio support","RPG, Strategy"
1694430,Dynamic Dungeons Editor,Dynamic Dungeons,Dynamic Dungeons,,"50,000 .. 100,000",0,0,0,0,45,2999.0,2999.0,0.0,"Single-player, Includes level editor, Family Sharing",English,RPG
32330,LEGO Indiana Jones: The Original Adventures,Traveller's Tales,"LucasArts, Lucasfilm, Disney",,"200,000 .. 500,000",277,0,87,0,45,1999.0,1999.0,0.0,"Single-player, Multi-player, Co-op, Shared/Split Screen Co-op, Shared/Split Screen, Full controller support, Steam Cloud, Remote Play on Phone, Remote Play on Tablet, Remote Play Together, Family Sharing",English,"Action, Adventure"
1070330,Russian Life Simulator,GosDev Production,"Abama Entertainment, GosDev Production",,"500,000 .. 1,000,000",137,0,52,0,45,99.0,99.0,0.0,"Single-player, Multi-player, PvP, Online PvP, Steam Achievements, Steam Trading Cards, Steam Leaderboards, Family Sharing","English<strong>*</strong>, Russian<strong>*</strong>, French<strong>*</strong>, Italian<strong>*</strong>, German<strong>*</strong>, Spanish - Spain<strong>*</strong>, Arabic<strong>*</strong>, Bulgarian<strong>*</strong>, Portuguese - Brazil<strong>*</strong>, Hungarian<strong>*</strong>, Vietnamese<strong>*</strong>, Greek<strong>*</strong>, Danish<strong>*</strong>, Spanish - Latin America<strong>*</strong>, Traditional Chinese<strong>*</strong>, Simplified Chinese<strong>*</strong>, Korean<strong>*</strong>, Dutch<strong>*</strong>, Norwegian<strong>*</strong>, Polish<strong>*</strong>, Portuguese - Portugal<strong>*</strong>, Romanian<strong>*</strong>, Thai<strong>*</strong>, Turkish<strong>*</strong>, Ukrainian<strong>*</strong>, Finnish<strong>*</strong>, Czech<strong>*</strong>, Swedish<strong>*</strong>, Japanese<strong>*</strong><br><strong>*</strong>languages with full audio support","Action, Indie, Simulation, Sports, Strategy"
215830,Closers,Naddic Games,Naddic Games,,"500,000 .. 1,000,000",411,0,65,0,45,0.0,0.0,0.0,"Single-player, Multi-player, MMO, PvP, Online PvP, Co-op, Online Co-op, Steam Trading Cards, In-App Purchases, Partial Controller Support",English,"Action, Massively Multiplayer, RPG, Free To Play"
1668510,The Legend of Heroes: Trails from Zero,"Nihon Falcom, PH3 GmbH","NIS America, Inc.",,"20,000 .. 50,000",362,0,362,0,45,3999.0,3999.0,0.0,"Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Family Sharing","English, Japanese<strong>*</strong><br><strong>*</strong>languages with full audio support",RPG
2453610,Towerful Defense: A Rogue TD,Mini Fun Games,Mini Fun Games,,"0 .. 20,000",0,0,0,0,45,699.0,999.0,30.0,"Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Family Sharing","English, Japanese, Korean, Simplified Chinese, Traditional Chinese","Action, Casual, Indie, RPG, Strategy"
821250,Flotsam,Pajama Llama Games,Stray Fawn Publishing,,"20,000 .. 50,000",648,0,832,0,45,2499.0,2499.0,0.0,"Single-player, Full controller support, Steam Cloud, Remote Play on Phone, Remote Play on Tablet, Family Sharing","English<strong>*</strong>, French, Italian, German, Spanish - Spain, Dutch, Japanese, Korean, Portuguese - Brazil, Russian, Simplified Chinese, Traditional Chinese<br><strong>*</strong>languages with full audio support","Indie, Simulation, Strategy, Early Access"
3259470,Papa's Pizzeria Deluxe,Flipline Studios,Flipline Studios,,"20,000 .. 50,000",15,0,15,0,44,599.0,599.0,0.0,"Single-player, Steam Achievements, Steam Cloud, Family Sharing",English,"Action, Casual, Indie, Simulation, Strategy"
1238080,Burnout Paradise Remastered,"Stellar Entertainment, Criterion Games",Electronic Arts,,"200,000 .. 500,000",238,0,282,0,44,1999.0,1999.0,0.0,"Single-player, Multi-player, PvP, Online PvP, Co-op, Online Co-op, Steam Achievements, Full controller support, Steam Trading Cards","English<strong>*</strong>, French<strong>*</strong>, Spanish - Spain<strong>*</strong>, German<strong>*</strong>, Japanese<strong>*</strong>, Polish<strong>*</strong>, Russian<strong>*</strong><br><strong>*</strong>languages with full audio support","Action, Adventure, Racing"
2941580,Journey of Wrestling,Clean Bean Studios,Clean Bean Studios,,"0 .. 20,000",0,0,0,0,44,1499.0,1499.0,0.0,"Single-player, Multi-player, Co-op, Shared/Split Screen Co-op, Shared/Split Screen, Steam Achievements, Remote Play Together, Family Sharing",English<strong>*</strong><br><strong>*</strong>languages with full audio support,"Simulation, Sports"
677160,We Were Here Too,Total Mayhem Games,Total Mayhem Games,,"200,000 .. 500,000",200,0,186,0,43,999.0,999.0,0.0,"Multi-player, Co-op, Online Co-op, Steam Achievements, Steam Trading Cards, Partial Controller Support, Steam Cloud, Family Sharing","English<strong>*</strong>, Italian, Spanish - Spain, French, German, Simplified Chinese, Japanese, Korean, Dutch, Russian, Traditional Chinese, Polish<br><strong>*</strong>languages with full audio support","Adventure, Casual, Indie"
1096930,Strategic Command: World War I,Fury Software,Slitherine Ltd.,,"0 .. 20,000",0,0,0,0,43,3999.0,3999.0,0.0,"Single-player, Multi-player, PvP, Online PvP, Shared/Split Screen, Steam Cloud, Remote Play Together, Family Sharing","English, French, German, Spanish - Spain",Strategy
2506480,Clue/Cluedo,Marmalade Game Studio Ltd,Marmalade Game Studio Ltd,,"20,000 .. 50,000",0,0,0,0,43,1499.0,1499.0,0.0,"Single-player, Multi-player, PvP, Online PvP, Shared/Split Screen PvP, Shared/Split Screen, Cross-Platform Multiplayer, Steam Achievements, In-App Purchases, Steam Cloud, Remote Play Together, Family Sharing","English, French, Italian, German, Spanish - Spain","Adventure, Casual, Simulation, Strategy"
2490990,Visions of Mana,Square Enix,Square Enix,,"100,000 .. 200,000",4021,0,4021,0,43,5999.0,5999.0,0.0,"Single-player, Steam Achievements, Steam Trading Cards, Partial Controller Support, Steam Cloud, Family Sharing","English<strong>*</strong>, French, German, Spanish - Spain, Japanese<strong>*</strong>, Korean, Simplified Chinese, Traditional Chinese<br><strong>*</strong>languages with full audio support","Action, RPG"
1764530,Sailwind,Raw Lion Workshop,Raw Lion Workshop,,"50,000 .. 100,000",235,0,235,0,43,1999.0,1999.0,0.0,"Single-player, Family Sharing",English,"Adventure, Casual, Indie, Simulation, Early Access"
2004080,Furnish Master,Alex Blintsov,Alex Blintsov,,"20,000 .. 50,000",0,0,0,0,43,1499.0,1499.0,0.0,"Single-player, Steam Achievements, Steam Workshop, Partial Controller Support, Steam Cloud, Family Sharing","English, French, German, Spanish - Spain, Russian, Simplified Chinese, Japanese, Portuguese - Brazil, Korean, Polish, Thai, Turkish, Italian, Portuguese - Portugal","Casual, Indie, Simulation, Early Access"
1895350,I Wani Hug that Gator!,Cavemanon,Cavemanon,,"100,000 .. 200,000",0,0,0,0,43,599.0,1499.0,60.0,"Single-player, Partial Controller Support, Family Sharing","English, Spanish - Spain, Spanish - Latin America, Polish, Russian, Swedish, Thai","Casual, Indie"
2356560,Monster Hunter Stories,"CAPCOM Co., Ltd.","CAPCOM Co., Ltd.",,"0 .. 20,000",210,0,210,0,43,2999.0,2999.0,0.0,"Single-player, Multi-player, PvP, Online PvP, Steam Achievements, Partial Controller Support, Steam Cloud, Family Sharing","English<strong>*</strong>, French, Italian, German, Spanish - Spain, Arabic, Portuguese - Brazil, Polish, Russian, Simplified Chinese, Traditional Chinese, Japanese<strong>*</strong>, Korean, Spanish - Latin America<br><strong>*</strong>languages with full audio support",RPG
311730,DEAD OR ALIVE 5 Last Round: Core Fighters,"Team NINJA, KOEI TECMO GAMES CO., LTD.","KOEI TECMO GAMES CO., LTD.",,"200,000 .. 500,000",210,0,27,0,43,0.0,0.0,0.0,"Single-player, Multi-player, Steam Achievements, Partial Controller Support","English<strong>*</strong>, French, Italian, German, Spanish - Spain, Japanese<strong>*</strong>, Korean, Traditional Chinese<br><strong>*</strong>languages with full audio support",Action
250620,Among the Sleep - Enhanced Edition,Krillbite Studio,Krillbite Studio,,"200,000 .. 500,000",179,0,219,0,43,1699.0,1699.0,0.0,"Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Remote Play on TV, Family Sharing","English<strong>*</strong>, French, Italian, German, Spanish - Spain, Norwegian, Russian, Czech, Hungarian, Turkish, Ukrainian, Arabic, Dutch, Portuguese - Brazil, Simplified Chinese, Polish, Japanese, Traditional Chinese<br><strong>*</strong>languages with full audio support","Action, Adventure, Indie"
721090,SKYBOX VR Video Player,Skybox Studio,Source Technology,,"50,000 .. 100,000",68,15,117,15,43,999.0,999.0,0.0,"Tracked Controller Support, VR Only, Partial Controller Support","English, French, German, Spanish - Spain, Russian, Japanese, Simplified Chinese, Traditional Chinese, Korean",Video Production
1700300,World Warfare & Economics,Okron Studio,Okron Studio,,"0 .. 20,000",603,60,1171,60,43,1499.0,2999.0,50.0,"Single-player, Steam Achievements, Steam Cloud, Family Sharing",English<strong>*</strong><br><strong>*</strong>languages with full audio support,"Action, Indie, Simulation, Strategy, Early Access"
